id,song,hip hop,jazz,country,classical,festival,rock
1347,The Beatles - Paperback Writer,0.001153,0.036806,0.349133,0.00004,0.16985,0.504594
1348,The Beatles - Here Comes The Sun ? The Inner Light (Transition) (Love Version),0.008582,0.006897,0.171947,0.000049,0.198569,0.036744
1349,The Beatles - Can't Buy Me Love,0.000948,0.112452,0.092854,0.000003,0.087043,0.24306
1350,The Beatles - No Reply,0.008331,0.065367,0.087661,0.000042,0.144444,0.383376
1351,The Beatles - Rock And Roll Music,0.000314,0.030803,0.091284,0.000007,0.19757,0.815362
1352,James Brown - Cold Sweat (Part 1),0.157045,0.102384,0.021808,0.000367,0.100826,0.04983
1353,James Brown - Funky President,0.110127,0.087367,0.004861,0.000858,0.016559,0.165622
1354,James Brown - Get Up Offa That Thing  (Ali Dee Remix),0.037312,0.013877,0.004497,0.000001,0.090822,0.283154
1355,James Brown - Get Up Offa That Thing,0.032523,0.059372,0.002247,0.00006,0.033276,0.138064
1356,"James Brown - Hot Pants, PT.1",0.036447,0.013746,0.009095,0.000106,0.051972,0.423062
1357,James Brown - Soul Power,0.030011,0.08271,0.016663,0.000178,0.116987,0.224146
1358,"James Brown - Super Bad, PTS.1&2",0.048752,0.29294,0.002936,0.000322,0.050384,0.348102
1359,John Michael Montgomery - Angel In My Eyes,0.004143,0.031911,0.286617,0.000113,0.112862,0.067753
1360,Gyptian - My Fadah Seh,0.200815,0.00581,0.024763,0,0.337418,0.005734
1361,Gyptian - Take Me Higher,0.145887,0.084407,0.031913,0,0.123865,0.007027
1362,Clarence Fountain - I Want To Go,0.003947,0.004138,0.505124,0.000434,0.024888,0.159623
1363,Michael Jackson (Holiday) - Little Christmas Tree,0.00097,0.05299,0.196989,0.000002,0.13418,0.120699
1364,Caia - Afterwards @ The Bar,0.245808,0.773022,0.001476,0.000002,0.067263,0.007464
1365,The Cambridge Singers & Orchestra (Holiday) - 'Twas In The Moon Of Winter Time,0.003252,0.02407,0.076979,0.994541,0.002173,0.018744
1366,The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.005442,0.042217,0.057908,0.998097,0.000938,0.016494
1367,"The Cambridge Singers & Orchestra (Holiday) - Good Christian Men, Rejoice",0.002623,0.06451,0.078665,0.976295,0.007068,0.091097
1368,The Cambridge Singers & Orchestra (Holiday) - O Little One Sweet,0.004516,0.039397,0.041031,0.998129,0.000836,0.031327
1369,"Boieldieu, Francois-Adrien - Concerto For Harp & Orchestra In C, Op.77",0.000463,0.107981,0.005318,0.499968,0.001287,0.001145
1370,Finger Eleven - First Time,0.043617,0.040313,0.009787,0.000001,0.390474,0.244805
1371,Finger Eleven - Lost My Way,0.003305,0.017858,0.018878,0,0.572674,0.396282
1372,Finger Eleven - Stay And Drown,0.033906,0.000404,0.016866,0,0.430405,0.450402
1373,Descendents - Suburban Home,0.004778,0.020916,0.062203,0.000013,0.374,0.583287
1374,Bunny Berigan - Plantation Moods,0.004999,0.739387,0.284609,0.00067,0.059074,0.127257
1375,Bunny Berigan - Sobbin' Blues,0.025144,0.707107,0.020106,0.000656,0.021863,0.127375
1376,Bunny Berigan - The Buzzard,0.006395,0.222346,0.070875,0.003533,0.016696,0.015985
1377,Gordon Bok - Herring Croon,0.000826,0.018116,0.006394,0.263261,0.008146,0.009758
1378,Gordon Bok - Jericho,0.027494,0.018378,0.0154,0.129761,0.007588,0.009287
1379,Gordon Bok - Sailor's Carol,0.013867,0.015707,0.012254,0.157996,0.012624,0.03413
1380,Doyle Dykes - Caleb's Report,0.001935,0.032147,0.089726,0.004156,0.09045,0.014681
1381,Granite & Phunk - Knock You Over,0.351317,0.008406,0.000325,0,0.024255,0.137845
1382,"Eddie ""Lockjaw"" Davis - Trane Whistle",0.000939,0.620602,0.007901,0.013683,0.008897,0.177079
1383,Sade - By Your Side,0.032171,0.114535,0.013157,0.000002,0.158722,0.012832
1384,Sade - Paradise,0.007495,0.399213,0.002235,0.000184,0.013206,0.246673
1385,Foghat - Dreamer,0.001551,0.089897,0.007318,0.000081,0.117127,0.201347
1386,Foghat - Drivin' Wheel,0.004058,0.008465,0.013031,0.000001,0.087187,0.429863
1387,Foghat - Night Shift,0.002124,0.018699,0.034962,0.000004,0.381572,0.618533
1388,"Foghat - Ride, Ride, Ride",0.002331,0.019871,0.019407,0.000005,0.109556,0.869022
1389,Foghat - Slow Ride,0.005412,0.019406,0.00082,0.000069,0.087886,0.523891
1390,Serena Ryder - Coconut Grove,0.002204,0.006618,0.018519,0.00007,0.211781,0.02803
1391,Serena Ryder - Sisters Of Mercy,0.00353,0.028758,0.101839,0.000013,0.434704,0.005176
1392,Will Ackerman (Holiday) - Emmanuel,0.000116,0.044193,0.01284,0.033425,0.014833,0.0038
1393,Marvin Sapp - Give Thanks,0.004995,0.335881,0.01344,0.000541,0.044158,0.111403
1394,Marvin Sapp - Perfect Peace,0.001366,0.122499,0.026724,0.000006,0.304902,0.07968
1395,Gilberto Gil - Mancada,0.037099,0.064229,0.079559,0.000022,0.070953,0.220125
1396,LFO (Pop) - Summer Girls,0.800822,0.003266,0.003839,0,0.256009,0.00552
1397,The Supremes - Love Is Here And Now You're Gone,0.007869,0.060576,0.124365,0.000001,0.127164,0.581092
1398,The Supremes - Where Did Our Love Go,0.016388,0.026618,0.100401,0.000001,0.187218,0.083986
1399,The Fray - How To Save A Life,0.005069,0.049204,0.158683,0.000001,0.597871,0.063279
1400,Liquid Mind - My Orchid Spirit,0.000484,0.000866,0.028691,0.103485,0.084677,0.012372
1401,Liquid Mind - Balance,0.000432,0.028416,0.009917,0.001689,0.119001,0.021517
1402,Liquid Mind - In The Stillness,0.000584,0.001894,0.022275,0.907021,0.005618,0.00333
1403,Liquid Mind - Continuity,0.000325,0.000824,0.000009,0.000334,0.082691,0.013321
1404,Liquid Mind - Lullaby For Grownups,0.000963,0.098853,0.080888,0.000584,0.04996,0.001754
1405,Liquid Mind - My Silent Knowing,0.000376,0.006852,0.000103,0.004284,0.053525,0.010505
1406,Liquid Mind - Thought Museum,0.000213,0.001274,0.007239,0.002595,0.194916,0.019207
1407,Liquid Mind - Breathe In Me,0.00025,0.006873,0.006397,0.010144,0.101472,0.017602
1408,Liquid Mind - Gently Down,0.000483,0.016107,0.000634,0.088647,0.022159,0.003901
1409,Liquid Mind - I Am Willing,0.006252,0.000125,0.000441,0.000001,0.900176,0.012612
1410,Liquid Mind - Moment Of Grace,0.00045,0.001123,0.000308,0.000411,0.110598,0.008744
1411,Liquid Mind - Zero Degrees Zero,0.00076,0.03712,0,0.000446,0.014784,0.017927
1412,K-Ci & JoJo - Crazy,0.007231,0.018227,0.012617,0,0.119334,0.011916
1413,The Rolling Stones - Complicated,0.006006,0.146492,0.003825,0.000867,0.016704,0.627198
1414,The Rolling Stones - Get Off Of My Cloud,0.005522,0.066661,0.116439,0.000063,0.08819,0.869485
1415,The Rolling Stones - Shake Your Hips,0.000894,0.0154,0.236807,0.000014,0.070399,0.471744
1416,The Rolling Stones - Street Fighting Man,0.003117,0.019942,0.086405,0.000102,0.124319,0.41793
1417,The Rolling Stones - Ruby Tuesday,0.006118,0.097839,0.181653,0.000114,0.108069,0.077274
1418,The Rolling Stones - Start Me Up,0.003429,0.0121,0.03248,0.000012,0.218633,0.799687
1419,The Rolling Stones - 19th Nervous Breakdown,0.017458,0.04425,0.039713,0.000005,0.106242,0.69053
1420,The Rolling Stones - I'm Free,0.001976,0.124486,0.407514,0.000002,0.068892,0.92186
1421,The Rolling Stones - Gimme Shelter,0.002871,0.10452,0.20384,0.000008,0.251791,0.392477
1422,Fastball - 'Til I Get It Right,0.002012,0.008061,0.025748,0,0.48824,0.47095
1423,Fastball - Are You Ready For The Fallout?,0.00053,0.12107,0.06165,0.000014,0.40166,0.534556
1424,Fastball - Morning Star,0.001217,0.2733,0.093177,0.000001,0.412891,0.756107
1425,Fastball - Which Way To The Top,0.022026,0.052576,0.003092,0.000001,0.366886,0.065401
1426,Jr. Walker & The All Stars - Cleo's Mood,0.013206,0.097072,0.039853,0.000093,0.251572,0.292502
1427,Jr. Walker & The All Stars - What Does It Take,0.009524,0.013267,0.157188,0.000017,0.363361,0.13338
1428,Jr. Walker & The All Stars - What Does It Take (To Win Your Love),0.016623,0.032722,0.17319,0.000005,0.145814,0.363396
1429,Antonio Pinana - Cuando Llora La Guitarra,0.003654,0.018403,0.105152,0.037969,0.028546,0.008195
1430,Eric Harringer & John Paul Lacey - Morning Sun,0.001626,0.166229,0.006572,0.00919,0.081303,0.002691
1431,Eric Harringer & John Paul Lacey - Nature's Lullaby,0.000667,0.118117,0.262377,0.000525,0.024921,0.013898
1432,Eric Harringer & John Paul Lacey - Nature's Way,0.003568,0.688079,0.004599,0.000002,0.029723,0.002709
1433,Eric Harringer & John Paul Lacey - Romance,0.011296,0.343346,0.004947,0.005561,0.055551,0.000428
1434,Eric Harringer & John Paul Lacey - Ageless,0.002837,0.816154,0.003646,0.001807,0.000882,0.121395
1435,Eric Harringer & John Paul Lacey - Whispering Winds,0.003377,0.562806,0.024878,0.003574,0.049337,0.012328
1436,Eric Harringer & John Paul Lacey - Morning Dew,0.000772,0.564158,0.095259,0.000966,0.017701,0.004977
1437,"John Jacob Niles (Holiday) - Jesus, Jesus, Rest Your Head",0.005095,0.148572,0.005446,0.979518,0.000439,0.005868
1438,Eric Clapton & Duane Allman - Mean Old World,0.020542,0.017499,0.037714,0.005743,0.010556,0.015985
1439,Hezekiah Jones - Postpone,0.001839,0.006079,0.148982,0.000278,0.093767,0.061841
1440,"Dittersdorf, Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 1 In C Major (""Die Vier Weltalter"")",0.00036,0.012139,0.034545,0.964019,0.006736,0.002466
1441,"Dittersdorf, Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 4 In F Major (""Die Rettung Der Andromeda Durch Perseus"")",0.000464,0.039768,0.013251,0.986861,0.009427,0.005287
1442,"Dittersdorf, Karl Ditters von - Concerto For Harp, 2 Oboes, 2 Horns & Stringorchestra In A Major",0.001468,0.148977,0.00165,0.568337,0.005757,0.000264
1443,"Dittersdorf, Karl Ditters von - Divertimento Fur Violine, Viola Und Violoncello D Major",0.001786,0.034014,0.033238,0.977401,0.000937,0.000448
1444,"Dittersdorf, Karl Ditters von - Sinfonia In A Major, (""Sinfonia Nazionale Nel Gusto Di Cinque Nazioni""), Grave A10",0.002397,0.192061,0.035528,0.993683,0.000954,0.000267
1445,"Dittersdorf, Karl Ditters von - Sinfonia In D Major, (""Il Combatiimento Delle Passioni Umani""), Grave D16",0.009158,0.238152,0.082914,0.993809,0.000486,0.000203
1446,"Dittersdorf, Karl Ditters von - Concerto For Viola & Orchestra In F",0.006275,0.218214,0.001661,0.987603,0.000103,0.000079
1447,DJ Drama & Lil' Wayne - Get 'Em,0.779363,0.015392,0.008757,0,0.225731,0.01452
1448,DJ Drama & Lil' Wayne - Gettin' Some Head,0.85755,0.018678,0.004763,0,0.149509,0.01317
1449,Ivory Joe Hunter - Shooty Booty,0.040829,0.044296,0.215115,0.000004,0.351599,0.289531
1450,"Mahler, Gustav - Symphony No. 10 In F Sharp Minor (realization By Deryck Cooke)",0.000524,0.052925,0.001078,0.998329,0.000652,0.004309
1451,"Mahler, Gustav - Symphony No. 5 in C sharp minor",0.000324,0.09951,0.000059,0.800373,0.011103,0.012802
1452,"Mahler, Gustav - Symphony No. 6 in A minor (""Tragic"")",0.00066,0.226505,0.000001,0.975343,0.006826,0.009111
1453,Moby Grape - Lazy Me,0.000478,0.084747,0.129798,0.00202,0.168152,0.522174
1454,Say Hi To Your Mom - Blah Blah Blah,0.046242,0.184808,0.003901,0.000006,0.224274,0.032955
1455,Say Hi To Your Mom - Your Brains Vs. My Tractorbeam,0.007302,0.058517,0.242435,0.000041,0.349564,0.324049
1456,Eggs Over Easy - 111 Avenue C,0.002026,0.049543,0.093771,0.000123,0.095322,0.011681
1457,Del Tha Funkee Homosapien - Mistadobalina,0.151968,0.008986,0.002671,0.000065,0.050044,0.267368
1458,Del Tha Funkee Homosapien - Burnt (feat. The Hyrogliphics),0.333275,0.24189,0.00618,0.00003,0.131188,0.101131
1459,Del Tha Funkee Homosapien - If You Must,0.275394,0.084313,0.013066,0,0.115799,0.11541
1460,Del Tha Funkee Homosapien - Phoney Phranchise,0.42182,0.04485,0.010836,0.000003,0.149934,0.06229
1461,Del Tha Funkee Homosapien - Jaw Gymnastics (feat. Casual),0.290163,0.018469,0.018032,0.000003,0.157396,0.125168
1462,Sonorous - Pronotonic,0.19006,0.31275,0.00052,0.000001,0.204413,0.02162
1463,Sever Your Ties - Hand In Hand,0.002677,0.016625,0.007654,0.000001,0.192917,0.442311
1464,Jennie Arnau - Float On,0.000833,0.01027,0.125229,0,0.46752,0.04807
1465,Passion - No One Like You ? David Crowder Band,0.012807,0.011959,0.036493,0,0.252609,0.401875
1466,Passion - Glorious,0.001033,0.161609,0.190139,0.000004,0.303846,0.22028
1467,Passion - All Creatures Of Our God And King,0.002295,0.014076,0.01872,0.000121,0.386323,0.1312
1468,Passion - Awesome Is The Lord Most High,0.007797,0.003461,0.040639,0,0.285943,0.448624
1469,Passion - Here I Am To Worship,0.001415,0.004134,0.017672,0.000293,0.346241,0.409409
1470,Passion - You Never Let Go,0.007721,0.091665,0.091338,0.000015,0.223988,0.373108
1471,Raveonettes (Holiday) - The Christmas Song,0.010805,0.023333,0.030712,0.000292,0.338641,0.436832
1472,Sourvein - Septic Werewolves,0.015461,0.008123,0.001731,0,0.599484,0.514604
1473,The Four Aces - Mister Sandman,0.051507,0.642724,0.035996,0.000488,0.027899,0.02482
1474,Stevie Wonder - Higher Ground,0.031076,0.220425,0.031846,0.000004,0.053613,0.165037
1475,Stevie Wonder - I Wish (Live),0.005482,0.41203,0.018454,0.000003,0.078185,0.421858
1476,Stevie Wonder - Do I Do,0.007526,0.226917,0.000797,0.000012,0.065579,0.199985
1477,Stevie Wonder - Superstition,0.016598,0.083369,0.009366,0.000439,0.116502,0.206645
1478,Stevie Wonder - For Once In My Life,0.004679,0.02753,0.014917,0.000001,0.08655,0.034812
1479,Stevie Wonder - My Cherie Amour,0.008535,0.041538,0.258718,0.000002,0.382754,0.075061
1480,Stevie Wonder - Overjoyed,0.002416,0.050196,0.229386,0.001627,0.024102,0.096648
1481,Stevie Wonder - Ribbon In The Sky,0.001835,0.178343,0.074763,0.000044,0.081513,0.03848
1482,Young Jeezy - And Then What,0.53556,0.001359,0.002395,0.000001,0.231525,0.014118
1483,Young Jeezy - My Hood,0.288776,0.002454,0.003143,0.000002,0.089565,0.016439
1484,Young Jeezy - Soul Survivor,0.070016,0.012233,0.016297,0.000007,0.155006,0.022384
1485,Betty Everett - The Shoop Shoop Song (It's In His Kiss),0.006274,0.05309,0.1893,0.000001,0.068655,0.072113
1486,Betty Everett - It's In His Kiss (The Shoop Shoop Song),0.01121,0.031149,0.131095,0.000002,0.160669,0.032423
1487,Sky Saxon - Love Dog,0.003778,0.145011,0.050627,0.00001,0.078663,0.76561
1488,Rissi Palmer - Anybody Out There,0.004714,0.020986,0.25987,0,0.329237,0.021177
1489,Rissi Palmer - Hold On To Me,0.001003,0.004124,0.086151,0,0.162565,0.022966
1490,Rissi Palmer - Leavin' On Your Mind,0.002303,0.01939,0.257713,0.000062,0.147951,0.005125
1491,The Verve - Blue (USA Mix),0.000874,0.034049,0.059361,0.000005,0.092748,0.954486
1492,ABORTED - Clinical Colostomy,0.000809,0.001174,0.010801,0,0.019641,0.968334
1493,ABORTED - Ingenuity In Genocide,0.013853,0.005318,0.008571,0,0.172926,0.552033
1494,Steve Roach & Robert Rich - Silk Ridge,0.002006,0.062144,0.000143,0.357363,0.002312,0.001257
1495,Steve Roach & Robert Rich - Going Inland,0.00696,0.022836,0.003843,0.047417,0.002092,0.001076
1496,Van Morrison - Days Like This,0.003878,0.099021,0.128689,0.000189,0.176043,0.114144
1497,Van Morrison - Gloria (Performed By Them),0.002805,0.296883,0.054233,0.000298,0.122609,0.376288
1498,Van Morrison - Midnight Special,0.004959,0.055628,0.101031,0.000159,0.078995,0.232741
1499,Van Morrison - Tupelo Honey,0.001531,0.237549,0.015887,0.000011,0.174708,0.131743
1500,Van Morrison - Domino,0.00276,0.140486,0.022715,0.00007,0.173937,0.178049
1501,Kai Winding - Doodlin',0.001631,0.350822,0.004944,0.002084,0.016744,0.058499
1502,Kai Winding - Impulse,0.004559,0.630546,0.008807,0.000291,0.041654,0.189061
1503,Kai Winding - Trombone For Two,0.005832,0.442682,0.008748,0.000008,0.023841,0.010291
1504,)EIB( - Forgotten,0.003139,0.018021,0.039439,0,0.083233,0.172441
1505,Juno Reactor - Conga Fury (Animatrix Mix),0.014855,0.186162,0.001153,0.000002,0.179552,0.070907
1506,Juno Reactor - Silver,0.187414,0.011993,0.000197,0.00043,0.138844,0.009202
1507,Los Checkmates - I Think We're Alone Now,0.070516,0.005952,0.04055,0.005561,0.179249,0.217071
1508,Peter Mulvey - Bloomington,0.000878,0.009907,0.088845,0.00014,0.154405,0.014096
1509,Darrell Evans - Trading My Sorrows,0.021139,0.06824,0.127032,0.000002,0.347202,0.156633
1510,"Furry Lewis - Furry's Rag (Take Your Time, Baby)",0.00049,0.037667,0.012986,0.007477,0.008538,0.017421
1511,Furry Lewis - Goin' To Kansas City,0.002001,0.035673,0.010526,0.000379,0.011092,0.061773
1512,Furry Lewis - Long Tall Gal Blues,0.000657,0.034752,0.003014,0.000022,0.011467,0.029725
1513,Furry Lewis - Mistreatin' Mama,0.00408,0.432555,0.051108,0.000523,0.007616,0.038509
1514,Furry Lewis - This Time Tomorrow,0.001641,0.039458,0.007391,0.000175,0.00735,0.024114
1515,Furry Lewis - Why Don't You Come Home Blues,0.00269,0.104375,0.01813,0.000376,0.069403,0.004657
1516,Furry Lewis - Baby You Don't Want Me,0.00063,0.016416,0.010494,0.000013,0.011965,0.060115
1517,Furry Lewis - Big Chief Blues,0.001574,0.011046,0.014533,0.000183,0.00728,0.02469
1518,Furry Lewis - Falling Down Blues,0.005211,0.079688,0.085591,0.000079,0.017146,0.036456
1519,Clancy Eccles - Sweet Jamaica,0.064562,0.033384,0.084324,0.000002,0.10305,0.009483
1520,The Pointer Sisters - Jump,0.012075,0.079314,0.007019,0.000065,0.023617,0.419023
1521,Brian Culbertson - Say What? (feat. Steve Cole),0.010634,0.08652,0.017818,0.000261,0.191399,0.045014
1522,Marvin Gaye - Sexual healing,0.039372,0.247114,0.005505,0.000021,0.065003,0.030828
1523,Marvin Gaye - Let's Get It On,0.006931,0.119903,0.015367,0.000034,0.039005,0.086356
1524,Marvin Gaye - Mercy Mercy Me,0.006855,0.102979,0.031357,0.000226,0.328022,0.087423
1525,Marvin Gaye - How Sweet It Is (To Be Loved By You),0.133062,0.004585,0.007679,0.000008,0.019037,0.079515
1526,Marvin Gaye - What's Going On,0.008481,0.214857,0.082535,0.000147,0.144017,0.244151
1527,"Marvin Gaye - Got To Give It Up, Part 1 ( Live)",0.031019,0.312885,0.010897,0.000441,0.01985,0.197338
1528,Marvin Gaye - Got To Give It Up,0.03126,0.277583,0.010419,0.00034,0.03028,0.191133
1529,Marvin Gaye - I Want You,0.001407,0.117047,0.025822,0.000546,0.107799,0.248933
1530,Marvin Gaye - I'll Be Doggone,0.007687,0.06104,0.04467,0.000002,0.060103,0.512918
1531,Marvin Gaye - You're A Wonderful One,0.00589,0.03459,0.060283,0.000211,0.082,0.564786
1532,No Age - I Wanna Sleep,0.006649,0.010291,0.008852,0.000022,0.088344,0.144911
1533,No Age - My Life's Alright Without You,0.002218,0.000717,0.117105,0.000023,0.763118,0.331534
1534,Klute - Crosby,0.094272,0.021036,0.001576,0,0.138313,0.11905
1535,Klute - I'll Do Anything (You Want Me To),0.143043,0.004479,0.007022,0,0.166501,0.004863
1536,Klute - Now Always Forever,0.358283,0.013672,0.00255,0.000011,0.061792,0.017482
1537,Klute - Oshima,0.588967,0.040782,0.002437,0.000005,0.095615,0.008393
1538,The Association - Windy,0.003558,0.076452,0.063354,0.007875,0.016598,0.571789
1539,The Association - Never My Love,0.003484,0.250478,0.201179,0.001919,0.036505,0.144054
1540,Tommy Flanagan - While You Are Gone,0.006964,0.506678,0.012387,0.025271,0.005808,0.000519
1541,Tommy Flanagan - Rough Ridin',0.0041,0.646222,0.000968,0.000875,0.016267,0.004857
1542,Mary Lou Lord - Cold Kilburn Rain,0.011954,0.027336,0.182602,0.000002,0.677606,0.092242
1543,Suffocation - Reincremation,0.001452,0.11924,0.081779,0,0.070285,0.941289
1544,Holly Cole - Christmas Blues,0.005276,0.044686,0.056056,0.000066,0.095837,0.004481
1545,Marty Robbins (Holiday) - The Joy Of Christmas,0.006506,0.068838,0.239771,0.010531,0.047639,0.111073
1546,Toots & The Maytals - Monkey Man,0.008134,0.024355,0.078925,0.000001,0.179153,0.150937
1547,Toots & The Maytals - 54-56 Was My Number,0.002077,0.012039,0.027086,0.003196,0.017475,0.00097
1548,Toots & The Maytals - Funky Kingston,0.006856,0.026224,0.005166,0.000198,0.157866,0.109086
1549,Toots & The Maytals - Pressure Drop,0.035865,0.02268,0.026679,0.000003,0.235853,0.045058
1550,Toots & The Maytals - Sweet And Dandy,0.009992,0.122243,0.090827,0.000002,0.109108,0.258618
1551,Toots & The Maytals - 54-46 That's My Number,0.018207,0.029182,0.15723,0,0.216762,0.033632
1552,Toots & The Maytals - Never You Change (Reggae Version),0.066813,0.057357,0.023307,0.000008,0.098504,0.054105
1553,Toots & The Maytals - Still Is Still Moving To Me (feat. Willie Nelson),0.009237,0.014692,0.059094,0,0.501301,0.129471
1554,Toots & The Maytals - Time Tough,0.004551,0.01386,0.000854,0.0013,0.0102,0.033509
1555,Toots & The Maytals - Schooldays,0.060812,0.068575,0.024168,0.000023,0.176666,0.067633
1556,Sarah McLachlan - Adia,0.000526,0.016391,0.179617,0.000003,0.394291,0.007927
1557,Sarah McLachlan - Hold On (Live),0.001142,0.01228,0.042359,0.000021,0.213886,0.040012
1558,Sarah McLachlan - Homeless,0.047098,0.018096,0.005532,0.000009,0.349993,0.036292
1559,Sarah McLachlan - I Love You,0.008742,0.005684,0.039624,0.00012,0.18032,0.015245
1560,Sarah McLachlan - Fallen,0.00116,0.020852,0.141132,0.000005,0.598789,0.015127
1561,Sarah McLachlan - Perfect Girl,0.004824,0.009477,0.149384,0.000003,0.449729,0.016138
1562,Sarah McLachlan - Train Wreck,0.004051,0.081959,0.019903,0.000197,0.307835,0.057336
1563,Sarah McLachlan - Building A Mystery,0.003117,0.019775,0.260147,0.000001,0.623842,0.090823
1564,Traffic - Pearly Queen,0.001103,0.265558,0.062056,0.000549,0.10257,0.09942
1565,Traffic - Smiling Phases,0.002608,0.034132,0.036524,0.000081,0.099361,0.63098
1566,Boz Scaggs - It All Went Down The Drain (Live),0.016146,0.072368,0.009321,0.000005,0.288622,0.031908
1567,Staind - For You,0.000545,0.056841,0.192059,0,0.249711,0.747278
1568,Staind - It's Been Awhile,0.002001,0.027702,0.157318,0.000001,0.397354,0.246358
1569,Staind - Outside,0.000662,0.011064,0.132814,0.000001,0.358972,0.05627
1570,Staind - Right Here,0.002839,0.035417,0.045789,0,0.375379,0.105558
1571,Staind - Take This,0.004947,0.004633,0.160623,0,0.60282,0.071399
1572,Leona Lewis - Bleeding Love,0.014787,0.006706,0.292171,0,0.411238,0.003304
1573,Andrae Crouch - Soon And Very Soon,0.00077,0.102045,0.055548,0.002082,0.042333,0.136044
1574,Joe Camilleri & Nicky Bomba - Better Must Come,0.121123,0.01946,0.000862,0,0.168385,0.056118
1575,Scratch - Square One (feat. Bilal),0.066197,0.239549,0.000021,0,0.034994,0.000054
1576,Mike Dowling - Mean Old Frisco,0.005874,0.009707,0.054179,0.021836,0.042402,0.02292
1577,Mike Dowling - Ragged And Dirty,0.003351,0.025425,0.012224,0.021873,0.048787,0.013404
1578,Death Vessel - Dancers All,0.014594,0.076839,0.100856,0.000021,0.24095,0.090859
1579,Stephen Kellogg & The Sixers - A Cabin In The Woods,0.004496,0.022126,0.067315,0.000001,0.420947,0.195919
1580,Stephen Kellogg & The Sixers - Maria,0.003009,0.011511,0.126555,0,0.426474,0.036216
1581,Stephen Kellogg & The Sixers - Sweet Sophia,0.003452,0.046085,0.239142,0.000017,0.623898,0.020064
1582,Winters - Mark My Word,0.013832,0.047137,0.049834,0.000002,0.421731,0.558874
1583,Dennis Alcapone & Prince Jazzbo - Lorna Banana,0.448585,0.039277,0.014268,0,0.052923,0.015506
1584,Beres Hammond - Come Back Home,0.186737,0.036063,0.002506,0,0.163679,0.003861
1585,Beres Hammond - Who Say (feat. Buju Banton),0.467772,0.00089,0.005312,0.000001,0.195783,0.002681
1586,Beres Hammond - Rock Away,0.043121,0.063374,0.042889,0,0.306525,0.010425
1587,Hugo Montenegro & His Orchestra - Theme From A Fistful Of Dollars,0.000491,0.276805,0.077326,0.00895,0.031175,0.03899
1588,Yuri Buenaventura - Salsa,0.008057,0.02073,0.019173,0.000002,0.131539,0.22875
1589,Ani DiFranco - As Is (Live 11.16.03),0.018184,0.045667,0.006056,0.00489,0.065908,0.009509
1590,Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.007548,0.04775,0.008908,0.000095,0.079174,0.018767
1591,Bryan Lee - Just Like A Fish,0.024297,0.139782,0.041208,0.000038,0.079197,0.092928
1592,System F - Out Of The Blue,0.012516,0.156439,0.002194,0,0.019642,0.129388
1593,Elefante - El Abandonao,0.012629,0.023189,0.016533,0,0.475599,0.194757
1594,The Duskfall - Trust Is Overrated,0.007939,0.005148,0.005922,0,0.075277,0.884042
1595,Lynyrd Skynyrd - Free Bird (Live),0.005835,0.110143,0.000455,0.00001,0.059926,0.303122
1596,Lynyrd Skynyrd - Sweet Home Alabama,0.004847,0.0629,0.068672,0.00002,0.112007,0.363932
1597,Vicious Circles - Vicious Circles (Ryan Blair Mix),0.444996,0.000538,0.000074,0,0.023084,0.144332
1598,Milt Jackson - Bags Of Blue (Live),0.003722,0.52198,0.000475,0.013142,0.001602,0.06568
1599,Milt Jackson - Enigma,0.076405,0.721995,0.00877,0.005535,0.013394,0.003862
1600,Milt Jackson - Little Girl Blue (Live),0.052158,0.31349,0.003383,0.011578,0.00211,0.001503
1601,Milt Jackson - Namesake,0.003634,0.811628,0.001021,0.003839,0.002753,0.088074
1602,Milt Jackson - Sweet And Lovely,0.162513,0.594036,0.002238,0.006106,0.003824,0.001267
1603,Milt Jackson - The Song Is Ended,0.234391,0.243429,0.005082,0.000095,0.022596,0.002361
1604,Milt Jackson - These Foolish Things,0.203265,0.035993,0.005641,0.000004,0.026567,0.000474
1605,Frank Sinatra & Bing Crosby (Holiday) - The Christmas Song ? White Christmas,0.00184,0.105414,0.001131,0.00114,0.032111,0.013318
1606,Botch - Japan (live),0.008538,0.008066,0.014118,0.000001,0.536066,0.748298
1607,Botch - Liquored Up And Laid,0.009526,0.005271,0.010883,0.000991,0.185265,0.798752
1608,Ben Webster - Someone To Watch Over Me,0.02421,0.556208,0.005075,0.021711,0.004913,0.003657
1609,Ben Webster - Tenderly,0.040839,0.274736,0.003508,0.000177,0.005349,0.063549
1610,Redman - Tonights Da Night,0.162836,0.086688,0.004879,0.000001,0.022895,0.016986
1611,John Tesh - God Of Wonders,0.003387,0.039399,0.104286,0.000007,0.279176,0.123271
1612,John Tesh - Key Of Love (live),0.000696,0.038243,0.035933,0.006022,0.03915,0.032859
1613,The Christmas Jug Band (Holiday) - Boogie Woogie Santa Claus,0.007115,0.051896,0.047017,0.000004,0.162968,0.153037
1614,Public Enemy - Don't Believe The Hype,0.090722,0.131711,0.008031,0.000001,0.025332,0.044744
1615,Public Enemy - Public Enemy No. 1,0.015557,0.025872,0.067866,0.000001,0.065749,0.188241
