id,song,hip hop,jazz,country,classical,festival,rock
266,Antonio Carlos Jobim - Vivo Sonhando,0.016612,0.624342,0.064311,0.000393,0.006894,0.001574
267,The Bamboos - Tighten Up,0.068346,0.040659,0.002751,0,0.406671,0.134783
268,Raekwon - Verbal Intercourse,0.714082,0.01039,0.026941,0,0.028358,0.013047
269,Raekwon - Ice Cream,0.107258,0.015209,0.051503,0,0.089951,0.049968
270,Lucy Kaplansky - Every Single Day,0.018426,0.036056,0.102658,0.000046,0.209119,0.011913
271,Lucy Kaplansky - I Had Something,0.00623,0.030673,0.11492,0.000093,0.371326,0.052298
272,Lucy Kaplansky - When I Get To The Border,0.000835,0.058324,0.37168,0.000082,0.207891,0.095268
273,Lucy Kaplansky - Written On The Back Of His Hand,0.007916,0.076125,0.06518,0.000025,0.336473,0.088836
274,Lucy Kaplansky - Land Of The Living,0.053015,0.002009,0.267137,0.000004,0.312667,0.00347
275,"Jo Dee Messina - Heads Carolina, Tails California",0.000729,0.029442,0.142534,0.000005,0.266341,0.226851
276,Jo Dee Messina - Lesson In Leavin',0.00181,0.017549,0.043497,0.000011,0.161553,0.06218
277,Otis Spann - I'm Ready,0.008485,0.168075,0.034214,0.000247,0.013665,0.053606
278,Otis Spann - Mule Kicking In My Stall,0.00903,0.639283,0.005791,0.000715,0.03438,0.275578
279,Otis Spann - Home To Mississippi,0.006123,0.206985,0.039961,0.000036,0.055602,0.267408
280,Otis Spann - Mr. Highway Man,0.002136,0.140587,0.176364,0.000006,0.190837,0.366092
281,Otis Spann - Rock Me Mama,0.013192,0.310619,0.047905,0,0.150649,0.083741
282,C.J. Chenier & The Rod Hot Louisiana Band - Bad Luck,0.003817,0.10926,0.047691,0,0.048981,0.24813
283,The Jam - Absolute Beginners,0.009428,0.132096,0.150565,0.000002,0.128309,0.293675
284,The Jam - Don't Tell Them You're Sane,0.003336,0.029055,0.084023,0.000057,0.2162,0.667944
285,The Jam - Man In The Corner Shop,0.002757,0.032101,0.054175,0.000038,0.306899,0.703515
286,The Jam - In The City,0.002753,0.012264,0.054615,0.000002,0.18521,0.650708
287,The Sons Of The West - Panhandle Shuffle,0.003228,0.691489,0.076777,0.00523,0.003156,0.002686
288,Cedric Im Brooks - Emavungweni,0.40262,0.008504,0.000027,0,0.040663,0.000222
289,Josh White - Uncle Sam Says,0.038089,0.162046,0.086517,0.001143,0.024759,0.037437
290,"Josh White - Bonbons, Chocolate, And Chewing Gum",0.024344,0.193905,0.067957,0.000639,0.205348,0.124087
291,Josh White - Jesus Gonna Make Up My Dying Bed,0.00391,0.075973,0.018775,0.009375,0.007716,0.011022
292,Josh White - New Milk Cow Blues,0.012475,0.342128,0.046114,0.003931,0.010311,0.070883
293,Josh White - One For My Baby,0.124843,0.152902,0.013413,0.00001,0.059413,0.012177
294,Josh White - Trouble,0.010882,0.027664,0.04782,0.002776,0.008264,0.02387
295,Peggy Lee & Art Lund (Holiday) - Winter Weather,0.004906,0.935409,0.03508,0.024021,0.035913,0.03669
296,Herman's Hermits - I'm Henry The VIII I Am,0.021542,0.053892,0.215276,0.000028,0.074181,0.386115
297,Herman's Hermits - I'm Into Something Good,0.003997,0.257361,0.231961,0.000021,0.062886,0.23521
298,Herman's Hermits - Listen People,0.007007,0.012667,0.908942,0.000011,0.178004,0.016932
299,Herman's Hermits - There's A Kind Of Hush,0.019343,0.148288,0.33133,0.000003,0.098559,0.240942
300,Maynard Ferguson - Everybody Moan,0.010129,0.153617,0.008131,0.000005,0.022221,0.115458
301,Maynard Ferguson - The Wailing Boat (Live),0.018093,0.254941,0.005211,0.000134,0.008806,0.144257
302,Tranquility Base - Surrender,0.084198,0.016495,0.000502,0,0.298176,0.058893
303,XTC - The Rhythm (Live),0.004244,0.002645,0.063129,0,0.425022,0.388559
304,XTC - Chalkhills And Children,0.000886,0.027229,0.006589,0.000224,0.142705,0.117947
305,XTC - Roads Girdle The Globe,0.029494,0.118099,0.017977,0.000053,0.518551,0.250059
306,Project 86 - Something We Can't Be,0.008831,0.104351,0.005091,0.000003,0.717888,0.265114
307,The Paul Butterfield Blues Band - Help Me,0.008956,0.092612,0.021064,0.000161,0.07654,0.135104
308,The Paul Butterfield Blues Band - Piney Brown Blues,0.015567,0.045474,0.056985,0.000089,0.066626,0.370837
309,The Paul Butterfield Blues Band - Love Her With A Feeling,0.004141,0.207415,0.131736,0.000229,0.103323,0.03518
310,Binary Finary - 1999,0.006455,0.230927,0.004948,0,0.016192,0.126926
311,Westbam - Elektronische Tanzmusik,0.298432,0.053584,0.000102,0.085541,0.002934,0.165671
312,Cal Bennett - Whole Soul Stroll (Live),0.003293,0.263318,0.003277,0.000011,0.20576,0.037624
313,The Brand New Heavies - BNH,0.051429,0.40161,0.001882,0.000129,0.044072,0.149822
314,Dom & Roland - Dance All Night (Calyx remix),0.168746,0.006235,0.000685,0,0.19455,0.77281
315,Daevid Allen - Untitled,0.024465,0.93442,0.000415,0.000265,0.019425,0.002707
316,Sara Bareilles - Gravity (2003),0.010911,0.043004,0.176224,0.000098,0.269148,0.009999
317,Kenny Rogers (Holiday) - White Christmas,0.001395,0.184667,0.400697,0.000662,0.071883,0.083092
318,Benny Page - Neck Breaker,0.071572,0.047894,0.008787,0,0.007197,0.088983
319,Jimmy Cliff - Look At The Mountains,0.088993,0.028314,0.003769,0.000119,0.017375,0.045391
320,Hilary Stagg - Land Of Oz,0.000616,0.005394,0.013529,0.012398,0.03805,0.002043
321,Hilary Stagg - Island Sweets,0.003177,0.079876,0.180077,0.000631,0.032149,0.002088
322,Hilary Stagg - Spirit Dancers,0.001145,0.028459,0.002292,0.110848,0.007079,0.00032
323,John Scofield - A Go Go,0.017042,0.490148,0.006198,0.000272,0.053141,0.112215
324,John Scofield - Beep Beep,0.046819,0.231694,0.011448,0.000609,0.135136,0.110804
325,John Scofield - Boozer,0.020729,0.386168,0.009855,0.000063,0.091703,0.142935
326,John Scofield - Drop And Roll,0.01394,0.13391,0.008756,0.000067,0.254533,0.24156
327,John Scofield - Rule Of Thumb,0.013896,0.226467,0.002534,0.002539,0.021595,0.0606
328,George Michael - Fastlove (Forthright Edit),0.106984,0.032119,0.005554,0.000005,0.072496,0.055889
329,George Michael - Faith,0.330373,0.005834,0.006735,0.00088,0.294862,0.014555
330,George Michael - Father Figure,0.050034,0.023383,0.034697,0.000031,0.039788,0.027562
331,George Michael - Praying For Time,0.002871,0.044413,0.12548,0.000001,0.007738,0.428372
332,Take 6 - Come On,0.050862,0.008847,0.008655,0.000001,0.141698,0.011864
333,Take 6 - Sing A Song,0.007882,0.114521,0.002862,0.000316,0.103939,0.036877
334,Bonerama - Cabbage Alley,0.035523,0.012599,0.001903,0.000106,0.381655,0.122811
335,Bonerama - Crosstown Traffic,0.03197,0.036275,0.002792,0.000334,0.207566,0.125803
336,Bonerama - Freddie,0.021657,0.097708,0.001689,0.000033,0.081588,0.279943
337,Bonerama - Funky Miracle,0.006361,0.186218,0.00717,0.000012,0.135845,0.145874
338,Bonerama - Louie's Perch,0.042498,0.094292,0.002686,0.000031,0.111857,0.056752
339,Bonerama - Ocean,0.055571,0.017257,0.001899,0.000002,0.252191,0.148245
340,"Brand New - Okay I Believe You, But My Tommy Gun Don't",0.011717,0.016555,0.010129,0.000128,0.639855,0.422401
341,Chick Corea Elektric Band - Beneath The Mask,0.014332,0.254776,0.006491,0.000143,0.066761,0.014742
342,Chick Corea Elektric Band - Lifescape,0.001635,0.621681,0.027595,0.000472,0.104842,0.107799
343,Chick Corea Elektric Band - Passage,0.002382,0.199637,0.011322,0.000993,0.015889,0.052766
344,"Haden, Charlie, And Quartet West - Moonlight Serenade",0.001523,0.576514,0.003145,0.000327,0.029795,0.0021
345,KMFDM - Don't Blow Your Top,0.080625,0.005739,0.033455,0,0.501111,0.548774
346,Lisa Loeb (Holiday) - Jingle Bells,0.091801,0.015613,0.006159,0.000087,0.346511,0.028325
347,Joe Jackson - Baby Stick Around,0.022044,0.04493,0.011436,0,0.015958,0.68782
348,Peter White - What Does It Take To Win Your Love,0.047001,0.374233,0.026407,0.00001,0.142606,0.020674
349,Seal - Love's Divine (Live),0.002248,0.017818,0.021391,0.000012,0.281301,0.07016
350,Seal - Wild,0.006228,0.215834,0.002829,0.000075,0.125313,0.139423
351,The Bird And The Bee - How Deep Is Your Love,0.017372,0.004992,0.001636,0.000028,0.286594,0.002295
352,The Bird And The Bee - The Races,0.026288,0.030612,0.056701,0.000019,0.609216,0.008453
353,The Bird And The Bee - F*cking Boyfriend (Peaches Remix),0.393815,0.09295,0.000518,0.000007,0.321294,0.003803
354,James P. Johnson - I've Got A Feeling I'm Falling,0.002205,0.432199,0.048206,0.005235,0.002136,0.006975
355,James P. Johnson - Keepin' Out Of Mischief Now,0.008457,0.525537,0.027469,0.004234,0.002728,0.00924
356,James P. Johnson - What Is This Thing Called Love,0.006181,0.769619,0.073452,0.000334,0.018992,0.031011
357,James P. Johnson - You've Got To Be Modernistic,0.005369,0.157989,0.097538,0.000101,0.04741,0.020827
358,BR549 - Georgia On A Fast Train,0.004777,0.174855,0.128716,0.000046,0.10173,0.315509
359,Assemblage 23 - Cocoon,0.088965,0.004142,0.001124,0.000007,0.289781,0.078764
360,Assemblage 23 - Damaged,0.003843,0.054384,0.007722,0.000001,0.365938,0.140062
361,Assemblage 23 - Longevity,0.014777,0.175615,0.001902,0.000048,0.242914,0.391087
362,Assemblage 23 - Opened,0.024456,0.010825,0.003716,0.000024,0.239562,0.12102
363,Danny Gatton & Tom Principato - I'm On Fire (Live),0.005441,0.103862,0.009938,0.000002,0.082639,0.231364
364,Laurence Juber (Holiday) - Away In A Manger,0.000212,0.002451,0.012827,0.091661,0.016147,0.004013
365,Laurence Juber (Holiday) - God Rest Ye Merry Gentlemen,0.000335,0.000228,0.003923,0.004258,0.071699,0.007626
366,Laurence Juber (Holiday) - Good King Wenceslaus,0.000598,0.000545,0.00287,0.043181,0.015564,0.012707
367,Laurence Juber (Holiday) - Prelude & Silent Night,0.000497,0.002297,0.008551,0.024704,0.010719,0.006121
368,The Seldom Scene - Maybe You Will Change Your Mind,0.001699,0.049807,0.070522,0.009855,0.055956,0.129606
369,The Nomads - Situations,0.009292,0.23501,0.101636,0.000638,0.055351,0.434776
370,Luis Miguel - Ahora Te Puedes Marchar (I Only Want To Be With You),0.004608,0.022326,0.02564,0.000005,0.446148,0.115205
371,Luis Miguel - La Incondicional,0.00177,0.056337,0.0646,0.000006,0.339108,0.056962
372,Luis Miguel - Por Debajo De La Mesa,0.002356,0.009857,0.098939,0.000003,0.36096,0.018653
373,Luis Miguel - Hasta Que Me Olvides,0.003696,0.045787,0.048628,0.000002,0.53129,0.023603
374,Robert Shaw Chorale (Holiday) - Carol Of The Bells ? Deck The Halls,0.003701,0.177406,0.001745,0.927549,0.004513,0.063916
375,Creed - Higher,0.01782,0.005008,0.070369,0.000001,0.613437,0.169221
376,Willie Nix - Prison Bound Blues,0.003592,0.095346,0.02781,0.000803,0.026598,0.322064
377,Junior Mance Trio - Smokey Blues (Live),0.001016,0.733955,0.002897,0.049609,0.014365,0.02375
378,"Michael Martin Murphey (Holiday) - Corn, Water And Wood",0.000609,0.012306,0.475728,0.000141,0.054798,0.152945
379,Michael Martin Murphey (Holiday) - Sleigh Ride ? Jingle Bells,0.001093,0.061525,0.209769,0.000131,0.051856,0.067793
380,Rhianna (Holiday) - It Just Don't Feel Like Xmas (Without You),0.011448,0.02474,0.008338,0.000002,0.273495,0.006081
381,Michael Martin Murphey - Talkin' To The Wrong Man,0.007838,0.057266,0.31111,0.000209,0.039046,0.026111
382,Michael Martin Murphey - Tumbling Tumbleweeds,0.001106,0.007981,0.502479,0.00022,0.126761,0.084454
383,Simple Plan (Holiday) - My Christmas List,0.005882,0.030186,0.024404,0.000002,0.249988,0.189768
384,Chayanne - Atado A Tu Amor,0.001255,0.025735,0.061334,0.000001,0.288965,0.06632
385,Chayanne - Dejaria Todo,0.002386,0.014117,0.077479,0.000007,0.2327,0.098327
386,Chayanne - Un Siglo Sin Ti,0.006951,0.0092,0.072187,0.000008,0.360034,0.112989
387,Chayanne - Y Tu Te Vas,0.002573,0.079647,0.04569,0.000037,0.247769,0.046191
388,Willa Ford - I Wanna Be Bad,0.068167,0.007256,0.004001,0,0.237601,0.015252
389,Euge Groove - Get Em Goin',0.016711,0.053526,0.006008,0.000003,0.268015,0.099821
390,Rosalia De Souza - Ao Amigo Tom,0.014197,0.147314,0.095427,0.000002,0.170265,0.018828
391,Rosalia De Souza - Nem Que Seja A Nado,0.012405,0.120388,0.161156,0.000004,0.285033,0.033391
392,Albert King - Born Under A Bad Sign (Live),0.002199,0.036934,0.003409,0.000061,0.043402,0.082917
393,Albert King - Can't You See What You're Doing To Me,0.000921,0.010782,0.062225,0.000017,0.114145,0.328284
394,Albert King - Jam In A-Flat,0.002769,0.005332,0.000833,0.003602,0.064982,0.10325
395,Albert King - I'll Play The Blues For You (Live),0.002666,0.030546,0.006405,0.000038,0.0852,0.225807
396,Smokie Norful - Celebrate,0.004971,0.007925,0.014293,0.000001,0.222559,0.091813
397,Smokie Norful - I Understand,0.002213,0.015815,0.043946,0.000365,0.162473,0.096571
398,Dj Alibi - Eglinton West Blues,0.07521,0.056388,0.021021,0,0.419492,0.137883
399,R. Kelly - Half On A Baby,0.021167,0.012955,0.077031,0,0.187114,0.023176
400,The Century's - Hard Times,0.006362,0.113836,0.133744,0.000007,0.05646,0.610186
401,Vince Gill - When I Call Your Name,0.004864,0.018645,0.109705,0.00233,0.065896,0.015831
402,The Rivieras - Count Every Star,0.008179,0.003032,0.08681,0.000347,0.124108,0.569981
403,Red - Wasting Time,0.01286,0.006801,0.06109,0,0.325791,0.460461
404,The Five Blind Boys Of Mississippi - Thank The Lord I'm Singing Again,0.009996,0.047879,0.03956,0.000052,0.140485,0.780302
405,The Five Blind Boys Of Mississippi - Where He Leads Me,0.001426,0.024198,0.06666,0.000014,0.18182,0.421701
406,"Morricone, Ennio - Giuseppe Tornatore Suite",0.000487,0.003573,0.164568,0.989775,0.007615,0.00409
407,"Morricone, Ennio - Sergio Leone Suite",0.00162,0.032984,0.015895,0.520033,0.022293,0.002158
408,Mojo Nixon and the Toadliquors (Holiday) - Boogie Woogie Santa Claus,0.045716,0.082631,0.007567,0.00115,0.012036,0.053843
409,Wumpscut - Fear In Your Eyes,0.075768,0.035716,0.008771,0.000057,0.371595,0.178538
410,Wumpscut - Golgotha,0.040773,0.090924,0.001196,0.000007,0.238133,0.127893
411,Wumpscut - Opening The Gates Of Hell,0.013758,0.144929,0.03934,0.000003,0.322849,0.622012
412,Wumpscut - Rusty Nails From Hell,0.062005,0.021663,0.084327,0.000006,0.710867,0.028668
413,Wumpscut - Wir Warten,0.183885,0.004402,0.000574,0,0.333342,0.361069
414,Glen Brown - Wicked Tumbling Version,0.396331,0.436574,0.005764,0.000005,0.068982,0.008067
415,England Dan & John Ford Coley - Gone Too Far,0.000858,0.040288,0.162155,0.00006,0.077535,0.283226
416,Toots Thielemans & Elis Regina - Aquarela Do Brasil,0.043012,0.181082,0.076239,0.000226,0.025894,0.008356
417,Lorie Line - Think Of Me,0.000013,0.153807,0.000525,0.014871,0.004044,0.004956
418,Lorie Line - Faith Of Our Fathers,0.000134,0.015508,0.006796,0.130657,0.00898,0.002829
419,Lorie Line - Norwegian Wood,0.000031,0.025702,0.003902,0.037342,0.000855,0.006028
420,Lorie Line - I Surrender All,0.000115,0.009955,0.005201,0.002489,0.032004,0.001584
421,Hank Williams III - Honky Tonk Girls,0.014503,0.067581,0.26882,0.000001,0.14889,0.093338
422,Hank Williams III - Crazed Country Rebel,0.006361,0.163401,0.155045,0.000008,0.409092,0.332164
423,Scorpions - Big City Nights,0.003507,0.010063,0.014909,0.000004,0.070844,0.835024
424,Scorpions - Don't Stop At The Top,0.00224,0.01249,0.015664,0.000089,0.077083,0.856057
425,Scorpions - New Generation,0.01184,0.011231,0.005833,0.000008,0.410361,0.459024
426,Scorpions - Still Loving You,0.001962,0.002057,0.043867,0.001582,0.163385,0.057054
427,Scorpions - No One Like You,0.004018,0.350993,0.038686,0.000001,0.030413,0.407413
428,Scorpions - Rock You Like A Hurricane,0.006479,0.018463,0.026921,0,0.06873,0.812831
429,Marcus Johnson - Just Doing What I Do,0.022253,0.40174,0.014309,0.000027,0.068644,0.009273
430,Pepe Aguilar - A Pesar De Todo,0.00191,0.04832,0.217941,0.00001,0.176564,0.015763
431,Pepe Aguilar - Me Falta Valor,0.00063,0.071168,0.166072,0.000041,0.204896,0.024914
432,Pepe Aguilar - Perdoname,0.000651,0.105689,0.088861,0.000365,0.11455,0.02445
433,Lazy Lester - A Woman,0.000746,0.056532,0.031089,0.000002,0.156106,0.172022
434,Lazy Lester - My Home Is A Prison,0.009862,0.019795,0.0257,0.00001,0.143609,0.035894
435,Lazy Lester - Nothing But The Devil,0.016831,0.073431,0.031636,0.000005,0.094391,0.017025
436,Lazy Lester - Gonna Stick To You Baby,0.003673,0.028277,0.058474,0.000033,0.279047,0.181971
437,Lazy Lester - I'm Gonna Miss You (Like The Devil),0.003623,0.002568,0.045012,0.000013,0.313918,0.170941
438,Reuben Morgan - My Redeemer Lives,0.004255,0.001286,0.014303,0,0.19621,0.145676
439,Reuben Morgan - Hear Our Praises,0.005563,0.002464,0.053475,0,0.327113,0.167831
440,Three Days Wait - Beautiful Baby,0.000679,0.012302,0.195711,0.000038,0.487925,0.05381
441,Bob Brookmeyer - Skylark,0.009924,0.166992,0.015603,0.000244,0.01059,0.021676
442,Little Feat - Oh Atlanta,0.005796,0.049367,0.028646,0.000362,0.120004,0.278539
443,David Wilcox - Common As The Rain,0.011053,0.088072,0.009847,0.000074,0.053567,0.021534
444,David Wilcox - Language Of The Heart,0.004043,0.016243,0.002378,0.000039,0.233627,0.015996
445,David Wilcox - Rusty Old American Dream,0.001838,0.020051,0.192473,0.000245,0.139648,0.138741
446,Lady Saw - I've Got Your Man,0.237673,0.001466,0.142436,0,0.109983,0.014844
447,Vengaboys - We Like To Party!,0.095805,0.008166,0.001634,0,0.169681,0.048704
448,"Pichl, Vaclav - Symphony In C Major, Z21",0.000395,0.024636,0.009398,0.946101,0.000668,0.009487
449,Arrested Development - People Everyday (Reprise),0.101656,0.106708,0.002727,0.000003,0.019507,0.054237
450,Arrested Development - Tennessee,0.118934,0.139563,0.004295,0.000011,0.048927,0.158593
451,Arrested Development - Mr. Wendal,0.108391,0.025469,0.007587,0.000533,0.025477,0.013959
452,Royal Crown Revue (Holiday) - Baby It's Cold Outside (feat. Vicky Tafoya),0.011295,0.055943,0.114887,0.000001,0.208779,0.04131
453,Chet Atkins & Les Paul - It Had To Be You,0.007989,0.101124,0.002658,0.000028,0.039596,0.001566
454,Skid Row - I Remember You,0.006237,0.021836,0.05095,0.000025,0.084627,0.65917
455,Skid Row - Youth Gone Wild,0.010061,0.007772,0.012633,0.000006,0.091667,0.879408
456,Skid Row - 18 And Life,0.003492,0.015825,0.053862,0.000001,0.223196,0.610463
457,Skid Row - Big Guns,0.01157,0.035089,0.031759,0,0.063757,0.867963
458,Jars Of Clay (Holiday) - I Heard The Bells On Christmas Day,0.000888,0.004977,0.015673,0.00014,0.180514,0.117923
459,Jars Of Clay (Holiday) - God Rest Ye Merry Gentlemen,0.002813,0.040835,0.273698,0.000018,0.582971,0.010469
460,Various Artists? Songs Of December - Hailee's Moment,0.000941,0.000234,0.000674,0.000727,0.079884,0.001511
461,Worm Is Green - Army Of Them,0.040161,0.010784,0.013334,0,0.304285,0.163423
462,Flip Phillips - Dream A Little Dream Of Me,0.033463,0.64006,0.024242,0.00042,0.011664,0.006912
463,Anita Ward - Ring My Bell,0.067174,0.234765,0.004203,0.001863,0.008194,0.012204
464,Chuck Berry (Holiday) - Run Rudolph Run,0.010009,0.123544,0.035443,0.002743,0.033881,0.58392
465,Frank Cornelius - Brick House,0.268709,0.022172,0.004485,0.000184,0.114932,0.001792
466,Soda Stereo - Cuando Pase El Temblor,0.039066,0.009074,0.002097,0.000297,0.021275,0.024834
467,Soda Stereo - Ella Uso Mi Cabeza Como Un Revolver,0.007153,0.1481,0.024014,0.000003,0.152459,0.190836
468,Soda Stereo - Paseando Por Roma,0.0023,0.171426,0.247758,0.000007,0.3505,0.129241
469,Soda Stereo - Sueles Dejarme Solo,0.008546,0.011566,0.010269,0.000002,0.245458,0.468681
470,Cab Calloway - Limehouse Blues,0.021324,0.511123,0.0295,0.000375,0.07372,0.300704
471,Benny Carter - Laura,0.027708,0.256874,0.003248,0.00002,0.016988,0.005174
472,Benny Carter - Long Ago And Far Away,0.007166,0.259747,0.0155,0.000053,0.008861,0.097868
473,Yellowman - Build A Roof Over Your Head,0.043616,0.004186,0.041007,0.000004,0.064714,0.021097
474,Yellowman - Hold On To Your Woman,0.489884,0.000172,0.001695,0.017394,0.084582,0.00529
475,Yellowman - Weed Dem (feat. Beenie Man),0.200207,0.05814,0.000914,0.000013,0.03028,0.004453
476,Cannonball Adderley - Autumn Leaves,0.091458,0.821844,0.000155,0.000008,0.008768,0.003923
477,Cannonball Adderley - You' re A Weaver Of Dreams,0.000959,0.258983,0.011999,0.001658,0.008165,0.013573
478,Bill Haley & His Comets - (We're Gonna) Rock Around The Clock,0.042299,0.18452,0.006073,0.000001,0.068844,0.165383
479,"Bill Haley & His Comets - Shake, Rattle And Roll",0.027847,0.125895,0.010406,0.000001,0.098431,0.195545
480,Butch Thompson (Holiday) - God Rest Ye Merry Gentlemen,0.000143,0.049899,0.004544,0.009119,0.005917,0.00172
481,Butch Thompson (Holiday) - Silent Night,0.000625,0.026037,0.003452,0.016134,0.002146,0.000264
482,Butch Thompson (Holiday) - We Three Kings,0.000073,0.069142,0.009884,0.010679,0.007084,0.003973
483,Butch Thompson (Holiday) - Ave Maria,0.000173,0.021533,0.026386,0.04673,0.001123,0.001169
484,Alc (A Lo Cubano) - Vanilla Y Chocolate,0.017606,0.024923,0.07899,0.000005,0.148467,0.029903
485,Irish Rovers (Holiday) - God Rest Ye Merry Gentlemen,0.003722,0.038259,0.667116,0.000316,0.27838,0.085174
486,Irish Rovers (Holiday) - The Holly Bears The Crown,0.002054,0.063308,0.696739,0.000003,0.222858,0.162847
487,Irish Rovers (Holiday) - We Wish You A Merry Christmas,0.001817,0.11683,0.754689,0.000243,0.323866,0.150868
488,Larry Carlton - Layla,0.001815,0.081993,0.029837,0.000131,0.111137,0.380779
489,Larry Carlton - Roll With It,0.003439,0.380497,0.023088,0.000107,0.144594,0.024726
490,Catie Curtis - Fall Away,0.004814,0.024859,0.056152,0.000012,0.42261,0.11608
491,In Flames - The Hive,0.012177,0.000819,0.004779,0,0.093998,0.93265
492,In Flames - Take This Life,0.023287,0.005468,0.002336,0,0.114946,0.539144
493,Byron Cage - Breathe,0.007274,0.014562,0.00377,0,0.251356,0.029917
494,Burning Witch - Sea Hag,0.001814,0.09987,0.000079,0.000004,0.302048,0.523874
495,Eddie Boyd - Best I Could,0.008656,0.339346,0.080505,0.000594,0.037399,0.111865
496,Mahalia Jackson - Trouble Of The World,0.006551,0.026159,0.008809,0.003881,0.00499,0.024754
497,Margot Meets The Melody Maker - Torch (Extrawelt Remix),0.94173,0.067375,0.004226,0.000024,0.119504,0.003364
498,Conjure One - Extraordinary Way (Antillas Mix),0.016143,0.047386,0.003406,0,0.1768,0.043294
499,"Crosby, Stills, Nash & Young - Woodstock",0.004272,0.088373,0.035911,0.001342,0.043831,0.101896
500,Anointed - Mighty Long Way,0.071041,0.115846,0.049496,0.000041,0.152893,0.01281
501,Kit McClure Band - One O'clock Jump,0.000759,0.291349,0.005431,0.015036,0.089557,0.220256
502,Fireball Ministry - In The Mourning,0.009455,0.005305,0.006908,0,0.222486,0.723309
503,Stars Of The Lid - A Lovesong (For Cubs)+? Part 3,0.001552,0.000523,0.000035,0.036284,0.000157,0.071772
504,Stars Of The Lid - Broken Harbors? Part 1,0.003724,0.087101,0.008685,0.108862,0.001529,0.019937
505,Stars Of The Lid - Gasfarming,0.000584,0.008003,0.004173,0.012071,0.001132,0.00691
506,Stars Of The Lid - A Meaningful Moment Through A Meaning(Less) Process,0.000773,0.229604,0.027703,0.012626,0.008339,0.003779
507,Stars Of The Lid - Even If You're Never Awake,0.000093,0.016539,0.000648,0.1114,0.00582,0.004739
508,Gospel Four - It's Just A Matter Of Time,0.013482,0.020648,0.009947,0.000002,0.17554,0.057098
509,Tim Sparks - Trap Hill Breakdown,0.001276,0.025754,0.003169,0.004014,0.017488,0.002479
510,Sonny Rollins - On Green Dolphin Street,0.007005,0.715963,0.002373,0.000907,0.02277,0.076865
511,Sonny Rollins - 'Round Midnight,0.00235,0.447023,0.02316,0.00057,0.028352,0.063195
512,Sonny Rollins - A Nightingale Sang In Berkeley Square (Live),0.006337,0.548497,0.000983,0.003087,0.070469,0.029803
513,Sonny Rollins - Ev'ry Time We Say Goodbye,0.048335,0.603141,0.017066,0.000149,0.051882,0.077594
514,Sonny Rollins - Like Someone In Love,0.009686,0.431479,0.002365,0.000021,0.023864,0.16144
515,Sonny Rollins - Manhattan,0.002473,0.070436,0.031943,0.01637,0.001827,0.025242
516,Sonny Rollins - Moritat (Mack The Knife),0.062932,0.521336,0.000083,0.000066,0.02097,0.054642
517,Sonny Rollins - On A Slow Boat To China,0.007019,0.299848,0.018233,0.000461,0.02039,0.229977
518,Sonny Rollins - Paradox,0.006319,0.896609,0.008803,0.001089,0.020652,0.088295
519,Sonny Rollins - Pent Up House,0.021357,0.544075,0.000165,0.001227,0.013296,0.126513
520,Sonny Rollins - St. Thomas,0.094639,0.727758,0.000474,0.000143,0.058755,0.172568
521,Sonny Rollins - Striver's Row (Live),0.024675,0.586687,0.005813,0.000735,0.036662,0.218189
522,Sonny Rollins - There Are Such Things,0.000867,0.644252,0.000636,0.009584,0.010739,0.032383
523,Labelle - Lady Marmalade,0.01212,0.078911,0.024901,0.000008,0.060887,0.037389
524,? And The Mysterians - Can't Get Enough Of You Baby,0.020023,0.062539,0.02194,0.000014,0.105215,0.027587
525,Jean-Luc Ponty - Eulogy To Oscar Romero,0.000194,0.735793,0.009409,0.305458,0.012197,0.00189
526,Jean-Luc Ponty - Still In Love,0.001093,0.45019,0.018845,0.000177,0.077675,0.011272
527,John Danley - Hickory,0.005383,0.003748,0.027532,0.004111,0.236519,0.104321
528,John Danley - Lorianne,0.000965,0.000705,0.01415,0.000736,0.114306,0.015655
529,John Danley - Atlas Bone,0.010345,0.023527,0.068654,0.000221,0.137791,0.029952
530,John Danley - Dust For Sparrows,0.002273,0.004536,0.002601,0.006024,0.028589,0.004226
531,John Danley - Whispering Blue,0.000458,0.018863,0.03308,0.00013,0.070015,0.011767
532,Kokomo Arnold - Milk Cow Blues,0.000111,0.065118,0.051101,0.116288,0.004848,0.023215
533,Rise Against - The Good Left Undone,0.007425,0.019887,0.009134,0,0.383261,0.377542
534,Old Crow Medicine Show - Take 'Em Away,0.002537,0.050892,0.160064,0.000218,0.09554,0.06815
535,John Hammond - Little Rain Falling,0.0155,0.001313,0.011333,0.002184,0.01821,0.005457
536,Dan Gibson - Cool Forest Rain,0.005502,0.687258,0.128232,0.000309,0.100269,0.006108
537,Dan Gibson - The Fallen Leaves,0.002229,0.768474,0.071467,0.000173,0.006328,0.00008
538,Dan Gibson - Adventureous Spirit,0.009959,0.859942,0.029393,0.088194,0.004193,0.030582
539,Black Lips - Can't Dance,0.000037,0.040021,0.150062,0,0.086374,0.991935
540,Black Lips - It Feels Alright,0.001668,0.031737,0.413992,0.000001,0.575164,0.755431
541,Black Lips - O Katrina!,0.004116,0.251689,0.02945,0,0.203553,0.72029
542,Black Lips - Veni Vidi Vici,0.013782,0.001959,0.027635,0.000003,0.619215,0.288238
