song,classical
The Rolling Stones - Complicated,0.000867
Harry James & Benny Goodman - Life Goes To A Party,0.000859
James Brown - Funky President,0.000858
James Cotton - Soul Survivor,0.000846
Lester Young - Jump. Lester. Jump,0.000844
Wes Montgomery - Watch What Happens,0.000842
Cat Stevens - The Wind,0.00084
Liz Story (Holiday) - O Thou Joyful Day - O Little Town of Bethlehem,0.00083
Willie Nix - Prison Bound Blues,0.000803
Lefty Frizzell - I Love You A Thousand Ways,0.000789
Gleisberg - Indian Garden,0.00078
Don Ross - Klimbim,0.000775
Asleep At The Wheel - Cotton-Eyed Joe,0.000769
The Jackson Southernaires - I Need You To Hold My Hand,0.000761
The Beatles - Maxwell's Silver Hammer,0.00074
John Danley - Lorianne,0.000736
Sonny Rollins - Striver's Row (Live),0.000735
Various Artists? Songs Of December - Hailee's Moment,0.000727
Todd Collins (Holiday) - Hailee's Moment,0.000727
Blind Blake - Depression's Gone From Me Blues,0.000725
The Smokin' Joe Kubek Band - Mean Old World,0.000725
Otis Spann - Mule Kicking In My Stall,0.000715
Adele - Hometown Glory,0.000714
Earl Scruggs - Stash It,0.000699
The Beatles - If I Needed Someone,0.000695
Little Walter - Bad Acting Woman,0.00069
The Manhattans - Kiss And Say Goodbye,0.000686
Waylon Jennings - Are You Sure Hank Done It This Way,0.000685
The Five Blind Boys Of Alabama - Let Me Hear My Mother Pray Again,0.000685
Ella Fitzgerald - Crying Mood,0.000682
Al Stewart - Year Of The Cat,0.00067
Bunny Berigan - Plantation Moods,0.00067
Bing Crosby - I Don't Know Why (live),0.000664
Kenny Rogers (Holiday) - White Christmas,0.000662
The Del McCoury Band - A Far Cry,0.00066
Digital Underground - Same Song,0.000658
Bunny Berigan - Sobbin' Blues,0.000656
Junior Brown - Lookin' For Love,0.000656
Dave Swarbrick - Two Magicians,0.000649
Tex Ritter - I've Found A New Baby (Instrumental),0.000642
Josh White - Bonbons. Chocolate. And Chewing Gum,0.000639
Kenny Clarke's Sextet - Oblique,0.000639
The Nomads - Situations,0.000638
Gene Ammons - My Romance,0.000636
Fats Waller (Holiday) - Winter Weather,0.000636
Hilary Stagg - Island Sweets,0.000631
Ralph Stanley & The Clinch Mountain Boys - Pretty Polly,0.000627
Gladys Knight & The Pips - I Heard It Through The Grapevine,0.000623
Imogen Heap - The Walk,0.000619
Alexander O'Neal (Holiday) - The Christmas Song (Chestnuts Roasting On An Open Fire),0.000616
Paul Siebel - My Town,0.000612
John Scofield - Beep Beep,0.000609
Justin Hinds & The Dominoes - Over The River,0.000605
Robert Johnson - Last Fair Deal Gone Down,0.000604
Lee Sykes - Lock Jaw,0.000603
Eddie Boyd - Best I Could,0.000594
The Del McCoury Band - On The Lonesome Wind,0.000586
Liquid Mind - Lullaby For Grownups,0.000584
Anne Murray - Danny's Song,0.00058
Deuter - Buddha Nature,0.000577
The Beatles - Run For Your Life,0.000575
Sonny Rollins - 'Round Midnight,0.00057
Jim Henry+Brooks Williams - Gender Bender,0.00057
Sam Bush - Girl Of The North Country (live),0.000567
Kate Havnevik - Sleepless,0.000566
Sam Bush - Spooky Lane,0.000566
L.T.D. - Jam,0.000557
Traffic - Pearly Queen,0.000549
Marvin Gaye - I Want You,0.000546
Finbar & Eddie Furey - Curragh Of Kildare,0.000542
Marvin Sapp - Give Thanks,0.000541
Arrested Development - Mr. Wendal,0.000533
Our Brother The Native - We Are The Living,0.00053
Slim Harpo - Tip On In. Part 1,0.000529
Pete Fountain - While We Danced At The Mardi Gras,0.000528
Booker Ervin - Lynn's Tune,0.000525
Loquat - Serial Mess,0.000525
Eric Harringer & John Paul Lacey - Nature's Lullaby,0.000525
Furry Lewis - Mistreatin' Mama,0.000523
Wes Montgomery - If I Should Lose You (Take 2-Alternate),0.000519
The Time - Jungle Love,0.000506
Enanitos Verdes - Lamento Boliviano,0.0005
Doc & Merle Watson - Big Spike Hammer,0.000492
Guns N' Roses - Live And Let Die,0.000491
Antonio Carlos Jobim - Tide,0.000489
The Four Aces - Mister Sandman,0.000488
Jeff Lorber - Chopsticks,0.000486
Loquat - Change The Station,0.000474
Chick Corea Elektric Band - Lifescape,0.000472
Pepe Bradock - Un Pepe Dans La Dentelle,0.00047
Lefty Frizzell - Always Late With Your Kisses,0.000466
Sonny Rollins - On A Slow Boat To China,0.000461
Ned Luberecki - Emergency Pulloff,0.000454
Deuter - Coral Gardens,0.00045
Neil Young - Ohio,0.000447
Liquid Mind - Zero Degrees Zero,0.000446
Marvin Gaye - Got To Give It Up. Part 1 ( Live),0.000441
Dan The Automator - Bang The Ball (Instrumental),0.00044
Stevie Wonder - Superstition,0.000439
Clarence Fountain - I Want To Go,0.000434
The Del McCoury Band - Fire And The Flame,0.000432
Juno Reactor - Silver,0.00043
Loscil - Kursk,0.000427
Fugazi - Reprovisional,0.000424
Flip Phillips - Dream A Little Dream Of Me,0.00042
The Young Tradition - Lyke Wake Dirge,0.000418
The Pogues - The Band Played Waltzing Matilda,0.000418
Teddy Wilson - King Porter Stomp,0.000414
Liquid Mind - Moment Of Grace,0.000411
Lester Young - Foggy Day (Live At Birdland),0.000408
Little Walter - Blue Baby Hard Times,0.000405
Tommy Johnson - Cool Drink Of Water Blues,0.000403
Antonio Carlos Jobim - Vivo Sonhando,0.000393
Band Of Horses - The Funeral,0.000386
BBC Big Band Orchestra - On The Sunny Side Of The Street,0.00038
Furry Lewis - Goin' To Kansas City,0.000379
Furry Lewis - Why Don't You Come Home Blues,0.000376
Sam Bush - Song For Roy,0.000376
Cab Calloway - Limehouse Blues,0.000375
Wes Montgomery - Full House (Live),0.000372
Dan Crary (Holiday) - What Child Is This (USA),0.000371
James Brown - Cold Sweat (Part 1),0.000367
Dan The Automator - Champions (Instrumental),0.000366
Smokie Norful - I Understand,0.000365
Pepe Aguilar - Perdoname,0.000365
Little Feat - Oh Atlanta,0.000362
The Dirty Projectors - Time Birthed Spilled Blood,0.000361
Doctor Ross - Tailor Made,0.00035
Waylon Jennings - San Francisco Mabel Joy,0.000349
The National - Start A War,0.000348
The Rivieras - Count Every Star,0.000347
Ascend - The Obelisk Of Kolob,0.000347
Kate Rusby - A Rose In April,0.000346
Marvin Gaye - Got To Give It Up,0.00034
Doc Watson - Down In The Valley To Pray,0.00034
Lou Blackburn - Secret Love,0.000339
The Beatles - A Day In The Life (Love Version),0.000337
Bonerama - Crosstown Traffic,0.000334
James P. Johnson - What Is This Thing Called Love,0.000334
Liquid Mind - Continuity,0.000334
Guns N' Roses - Chinese Democracy,0.000333
Pee Wee Hunt & His Orchestra - Twelfth Street Rag,0.000331
Goodie Mob - The Day After,0.00033
The George Lewis Band - Pork Chop,0.000329
Haden. Charlie. And Quartet West - Moonlight Serenade,0.000327
Scott Solter - Desert Trains,0.000326
The Beatles - Baby You're A Rich Man,0.000326
Rose Cousins - One Love,0.000324
James Brown - Super Bad. PTS.1&2,0.000322
Take 6 - Sing A Song,0.000316
Irish Rovers (Holiday) - God Rest Ye Merry Gentlemen,0.000316
The Pharcyde - On The DL,0.000311
Dan Gibson - Cool Forest Rain,0.000309
Clifford Brown - Love Is A Many Splendored Thing,0.000302
Van Morrison - Gloria (Performed By Them),0.000298
Soda Stereo - Cuando Pase El Temblor,0.000297
Skafish (Holiday) - Joy To The World,0.000296
Passion - Here I Am To Worship,0.000293
Raveonettes (Holiday) - The Christmas Song,0.000292
Kai Winding - Impulse,0.000291
Blackmore's Night (Holiday) - Ding Dong Merrily On High,0.000288
Johannes Linstead - La Rumbita,0.000287
Harold Melvin & The Blue Notes - Don't Leave Me This Way,0.000287
Bing Crosby - You Must Have Been A Beautiful Baby,0.000286
Gotan Project - Vuelvo Al Sur,0.000286
Junior Brown - My Wife Thinks Your Dead,0.000284
Hezekiah Jones - Postpone,0.000278
Bryan Sutton - Stoney Creek,0.000277
John Scofield - A Go Go,0.000272
Ralph Stanley & The Clinch Mountain Boys - Gonna Paint The Town,0.000268
Asleep At The Wheel - Stay All Night,0.000267
Guns N' Roses - Patience,0.000267
Clifford Brown - Brownie Speaks,0.000266
Prince - Let's Work,0.000266
Daevid Allen - Untitled,0.000265
Brodsky Quartet - I've Seen It All,0.000265
Doc Watson - Jimmy's Texas Blues (Live),0.000264
The Beatles - All You Need Is Love,0.000262
Katalyst - Time Bomb,0.000261
Brian Culbertson - Say What? (feat. Steve Cole),0.000261
Christina Aguilera (Holiday) - The Christmas Song,0.000261
Dan Crary - Cape Foulweather,0.000249
Otis Spann - I'm Ready,0.000247
David Wilcox - Rusty Old American Dream,0.000245
Bob Brookmeyer - Skylark,0.000244
Mickey Hart & Zakir Hussain - Tars,0.000244
Irish Rovers (Holiday) - We Wish You A Merry Christmas,0.000243
Hank Williams Jr. - Whiskey Bent And Hell Bound,0.000243
Al Di Meola - Milonga Del Angel,0.000235
Leroy Carr - My Woman's Gone Wrong,0.000231
The Paul Butterfield Blues Band - Love Her With A Feeling,0.000229
Pete Fountain - Just A Closer Walk With Thee,0.000228
Toots Thielemans & Elis Regina - Aquarela Do Brasil,0.000226
Marvin Gaye - Mercy Mercy Me,0.000226
XTC - Chalkhills And Children,0.000224
Zion - Zun Da Da,0.000223
John Danley - Atlas Bone,0.000221
Michael Martin Murphey - Tumbling Tumbleweeds,0.00022
Mar-Keys - Pop-Eye Rider,0.000219
Old Crow Medicine Show - Take 'Em Away,0.000218
The Allman Brothers Band - Long Time Gone,0.000217
Bruce Molsky - Buckdancer's Choice,0.000216
Doc Watson - Walk On Boy,0.000215
Ella Fitzgerald - Darn That Dream,0.000214
Deuter - Waves Of Light,0.000211
Marvin Gaye - You're A Wonderful One,0.000211
Michael Martin Murphey - Talkin' To The Wrong Man,0.000209
L.T.D. - Back In Love Again,0.000206
Loquat - Slow Fast Wait & See,0.000205
Port O'Brien - I Won't Look Back,0.000204
Sam Bush - The Dolphin Dance,0.000204
Ella Fitzgerald - Aren't You Kind Of Glad We Did,0.000203
Hillsong - God He Reigns ? All I Need Is You (Live),0.000201
Toots & The Maytals - Funky Kingston,0.000198
Sarah McLachlan - Train Wreck,0.000197
Earl Scruggs - Get In Line Brother,0.000197
Ella Fitzgerald - Guilty,0.000194
Tex Beneke - I Know,0.000191
Kenny Loggins - Danger Zone,0.000189
Van Morrison - Days Like This,0.000189
Sharon Jones & The Dap-Kings - 100 Days. 100 Nights,0.000186
The Del McCoury Band - I'm Afraid I Forgot The Feeling,0.000186
Frank Cornelius - Brick House,0.000184
Sade - Paradise,0.000184
Furry Lewis - Big Chief Blues,0.000183
BBC Big Band Orchestra - I'm Getting Sentimental Over You,0.000182
Indigo Girls - Left Me A Fool,0.000182
Don Carlos & Golo - Tear Drops,0.000181
Prince - I Wanna Be Your Lover,0.00018
James Brown - Soul Power,0.000178
Jean-Luc Ponty - Still In Love,0.000177
Ben Webster - Tenderly,0.000177
Furry Lewis - This Time Tomorrow,0.000175
Dan Gibson - The Fallen Leaves,0.000173
Kitty Kallen - Little Things Mean A Lot,0.000172
Ella Fitzgerald - It's Only A Paper Moon,0.000166
Fugazi - Target,0.000166
Sharon Jones & The Dap-Kings - Nobody's Baby,0.000163
Jimmy Ruffin - What Becomes Of The Brokenhearted,0.000162
Al Stewart - Broadway Hotel,0.000162
Debbie Reynolds - Love Is A Simple Thing,0.000162
The Paul Butterfield Blues Band - Help Me,0.000161
Sugarloaf - Green-Eyed Lady,0.00016
Van Morrison - Midnight Special,0.000159
Ryan Montbleau Band - Stretch,0.000155
Roomful Of Blues (Holiday) - Have Yourself A Merry Little Christmas,0.000152
The Monkees - Daydream Believer,0.00015
Joseph Arthur - Favorite Girl,0.00015
Sonny Rollins - Ev'ry Time We Say Goodbye,0.000149
Antonio Carlos Jobim - Amor Em Paz (Once I Loved),0.000148
Anthony Wonsey Trio - Just You. Just Me,0.000148
Marvin Gaye - What's Going On,0.000147
Skafish (Holiday) - Jingle Bells,0.000144
Chick Corea Elektric Band - Beneath The Mask,0.000143
Sonny Rollins - St. Thomas,0.000143
4 Haven Knights - In My Lonely Room,0.000143
Lefty Frizzell - My Rough And Rowdy Ways,0.000142
Michael Martin Murphey (Holiday) - Corn. Water And Wood,0.000141
Jim Jackson - Bye. Bye. Policeman,0.000141
Jars Of Clay (Holiday) - I Heard The Bells On Christmas Day,0.00014
Peter Mulvey - Bloomington,0.00014
El Lebrijano - Presidiarios Con Sus Caenas,0.00014
Hazel Dickens & Alice Gerrard - I Just Got Wise,0.000138
Maynard Ferguson - The Wailing Boat (Live),0.000134
Guitar Shorty - Loosen Up,0.000133
Michael Martin Murphey (Holiday) - Sleigh Ride ? Jingle Bells,0.000131
Larry Carlton - Layla,0.000131
Jimmy Buffett - Come Monday,0.000131
John Danley - Whispering Blue,0.00013
Patra - Romantic Call,0.00013
The Brand New Heavies - BNH,0.000129
The Smokin' Joe Kubek Band - Comin' Home Today,0.000129
Les Paul & Mary Ford - How High The Moon,0.000129
!!! (Chk Chk Chk) - Hello? Is This Thing On,0.000129
Sean Hayes - Rattlesnake Charm (Dream Machine),0.000128
Brand New - Okay I Believe You. But My Tommy Gun Don't,0.000128
Pete Fountain - Someday Sweetheart,0.000127
Lee Morgan - Sneaky Pete,0.000126
The Beatles - Got To Get You Into My Life,0.000126
Eggs Over Easy - 111 Avenue C,0.000123
The Dirty Projectors - Rise Above,0.000122
Passion - All Creatures Of Our God And King,0.000121
G. Love & Special Sauce - Love,0.00012
Sarah McLachlan - I Love You,0.00012
Jimmy Cliff - Look At The Mountains,0.000119
P.M. Dawn - I'd Die Without You,0.000119
David Massengill - Shamas Rides,0.000116
Midnight Star - No Parking,0.000116
Sam Bush - Harbor Docks,0.000116
John Renbourn - Trotto ? Saltarello,0.000115
The Rolling Stones - Ruby Tuesday,0.000114
Reno & Smiley - Charlotte Breakdown,0.000114
John Michael Montgomery - Angel In My Eyes,0.000113
Cat Stevens - Moonshadow (Live),0.000112
The Adverts - Safety In Numbers (Live),0.000111
Spyro Gyra - Summer Fling,0.000111
Dan Crary - Reuben,0.000111
Tim Bluhm - California Way,0.000109
Larry Carlton - Roll With It,0.000107
Blackmore's Night (Holiday) - Emmanuel,0.000107
Bonerama - Cabbage Alley,0.000106
James Brown - Hot Pants. PT.1,0.000106
Alison Krauss - Can't Find My Way Home,0.000103
The Rolling Stones - Street Fighting Man,0.000102
James P. Johnson - You've Got To Be Modernistic,0.000101
Al Stewart - Time Passages,0.000101
Lee Morgan Quintet - The Gigolo,0.000099
Nitty Gritty Dirt Band - Fish Song,0.000099
Clifford Brown - Hymn Of The Orient,0.000099
Sara Bareilles - Gravity (2003),0.000098
The Ray Conniff Singers (Holiday) - Silver Bells,0.000098
Fugazi - Merchandise,0.000096
Whitney Houston (Holiday) - Joy To The World,0.000095
Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.000095
Milt Jackson - The Song Is Ended,0.000095
Chuck Loeb - Fundamentally Sound,0.000094
Ralph Stanley & The Clinch Mountain Boys - Beautiful Star Of Bethlehem,0.000094
Lucy Kaplansky - I Had Something,0.000093
Jr. Walker & The All Stars - Cleo's Mood,0.000093
Chubby Checker - Pony Time,0.000092
Tony Bennett - What A Wonderful World,0.000092
Robert Earl Keen - Corpus Christi Bay,0.000092
Alison Krauss - Wish I Still Had You,0.00009
The Paul Butterfield Blues Band - Piney Brown Blues,0.000089
Scorpions - Don't Stop At The Top,0.000089
Lisa Loeb (Holiday) - Jingle Bells,0.000087
Guns N' Roses - November Rain,0.000087
Tipica 73 - Cachita,0.000087
Antonio Carlos Jobim - Children's Games,0.000085
AC?DC - Rock And Roll Ain't Noise Pollution,0.000084
Men Of Steel - In Flagrante (Live),0.000083
Lucy Kaplansky - When I Get To The Border,0.000082
Port O'Brien - Anchor,0.000081
Les Brown And His Band Of Renown - The Sweetheart Of Sigma Chi,0.000081
Devil Sold His Soul - Between Two Words,0.000081
Foghat - Dreamer,0.000081
Traffic - Smiling Phases,0.000081
Guns N' Roses - Sweet Child O' Mine,0.00008
Furry Lewis - Falling Down Blues,0.000079
The Del McCoury Band - Dry My Tears And Move On,0.000079
Coles Whalen - The Hand That Gives The Rose,0.000078
DJ Muggs Vs GZA - Unstoppable Threats (Instrumental),0.000078
Dean Martin - Everybody Loves Somebody,0.000076
Seal - Wild,0.000075
David Wilcox - Common As The Rain,0.000074
Ray Charles & The Count Basie Orchestra - I Can't Stop Loving You,0.000074
Shudder To Think - Own Me,0.000074
Freddie Jackson - You Are My Lady,0.000073
Mickey Hart & Zakir Hussain - Dances With Wood,0.000073
Glen Gray & The Casa Loma Orchestra - Who's Sorry Now?,0.000073
Outkast - Ms. Jackson,0.000072
The Royal Guardsmen - Snoopy Vs. The Red Baron,0.000072
Prince - Kiss (Extended Version),0.000072
Goodie Mob - Soul Food,0.000071
Deep Purple - Smoke On The Water (Live 1973),0.00007
Serena Ryder - Coconut Grove,0.00007
Van Morrison - Domino,0.00007
Fugazi - Suggestion,0.000069
Foghat - Slow Ride,0.000069
Jens Lekman - The Wrong Hands,0.000068
Brenda Lee (Holiday) - White Christmas,0.000068
Jarabe De Palo - Agua,0.000068
RJD2 - Solomon Jones,0.000067
John Scofield - Drop And Roll,0.000067
Jimmy Somerville - To Love Somebody,0.000067
Sonny Rollins - Moritat (Mack The Knife),0.000066
New York Dolls - Mystery Girls (Planet Studios Demo),0.000066
Holly Cole - Christmas Blues,0.000066
Del Tha Funkee Homosapien - Mistadobalina,0.000065
The Pointer Sisters - Jump,0.000065
John Scofield - Boozer,0.000063
Lone Ranger - Collie Rock,0.000063
The Rolling Stones - Get Off Of My Cloud,0.000063
Rissi Palmer - Leavin' On Your Mind,0.000062
Albert King - Born Under A Bad Sign (Live),0.000061
Waylon Jennings - Clyde,0.00006
England Dan & John Ford Coley - Gone Too Far,0.00006
Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.00006
James Brown - Get Up Offa That Thing,0.00006
Preston Reed - Ladies Night,0.00006
Steve Winwood - While You See A Chance,0.000059
AC?DC - Who Made Who,0.000059
Corciolli - Forest Spirit,0.000058
Sharon Jones & The Dap-Kings - Be Easy,0.000057
The Jam - Don't Tell Them You're Sane,0.000057
Wumpscut - Fear In Your Eyes,0.000057
Daddy Yankee - Cuentame,0.000057
Nitty Gritty Dirt Band - Get Back,0.000057
Mumbles - Prema's Dilema,0.000056
Tomasa La Macanita - Yo Soy De Jerez (Bulerias De Cai),0.000055
AC?DC - Back In Black,0.000055
Johnny Maestro & The Crests - Angels Listened In,0.000055
Canned Heat (Holiday) - Christmas Blues,0.000054
Lee Ritenour & Larry Carlton - Crosstown Kids,0.000054
Clifford Brown - Donna Lee (live),0.000054
Pamela Williams - Elixir,0.000054
XTC - Roads Girdle The Globe,0.000053
Benny Carter - Long Ago And Far Away,0.000053
Ella Fitzgerald - These Foolish Things,0.000052
Sharon Jones & The Dap-Kings - Cut That Line,0.000052
The Five Blind Boys Of Mississippi - Thank The Lord I'm Singing Again,0.000052
RJD2 - All For You,0.00005
Dave Biller & Jeremy Wakefield - Martian Guts,0.000049
The Beatles - Here Comes The Sun ? The Inner Light (Transition) (Love Version),0.000049
Assemblage 23 - Longevity,0.000048
Dean Martin - On The Street Where You Live,0.000047
Boyz II Men (Holiday) - Let It Snow,0.000047
Jerry Jeff Walker - Gettin' By (Live),0.000047
Junior Brown - Highway Patrol,0.000047
Lucy Kaplansky - Every Single Day,0.000046
BR549 - Georgia On A Fast Train,0.000046
Ronnie Earl - Ronnie Johnnie,0.000046
Dean Martin - Ain't That A Kick In The Head,0.000046
Mixmaster Mike - Bazooka Kanyon,0.000046
Natasha Bedingfield - Pocketful Of Sunshine,0.000046
Shalamar - Make That Move,0.000045
Seba & Lo-Tec - So Long,0.000045
Azzido Da Bass - Dooms Night,0.000045
Antonio Carlos Jobim - The Girl From Ipanema,0.000044
Donnie McClurkin - Again,0.000044
The Beatles - Love Me Do,0.000044
Stevie Wonder - Ribbon In The Sky,0.000044
Newcleus - Jam On It,0.000043
Reno & Smiley - I Saw Your Face In The Moon,0.000043
Peaches & Herb - Shake Your Groove Thing,0.000042
The Beatles - Help!,0.000042
The Beatles - No Reply,0.000042
Nine Inch Nails - Closer,0.000042
Pepe Aguilar - Me Falta Valor,0.000041
Anointed - Mighty Long Way,0.000041
Loquat - It's Yours To Keep,0.000041
Say Hi To Your Mom - Your Brains Vs. My Tractorbeam,0.000041
Justin Hinds & The Dominoes - Carry Go Bring Come (Rocksteady),0.00004
Craig Pilo - Early Cynical Mystery,0.00004
The Beatles - Paperback Writer,0.00004
Little Milton - Penitentiary Blues,0.000039
The Soul Survivors - Hey Gyp,0.000039
David Wilcox - Language Of The Heart,0.000039
Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.000039
Maxine Nightingale - Right Back Where We Started From,0.000039
The Clovers - Devil Or Angel,0.000039
Junior Brown - Broke Down South Of Dallas,0.000039
Ella Fitzgerald - Mood Indigo,0.000038
The Jam - Man In The Corner Shop,0.000038
Albert King - I'll Play The Blues For You (Live),0.000038
Three Days Wait - Beautiful Baby,0.000038
Jerry Jeff Walker - L.A. Freeway,0.000038
Bryan Lee - Just Like A Fish,0.000038
Slim Harpo - You Can't Make It,0.000037
Chayanne - Y Tu Te Vas,0.000037
Orchestral Manoeuvres In The Dark - If You Leave,0.000037
Al Stewart - On The Border,0.000037
Cher - Gypsys. Tramps & Thieves,0.000037
J-Dilla - Take Notice,0.000036
Sound Providers - Autumn's Evening Breeze,0.000036
Otis Spann - Home To Mississippi,0.000036
Ryan Montbleau Band - It's All Been Done Before,0.000036
Matthew West - More,0.000036
Billy Preston - Outa-Space,0.000036
Public Enemy - Fight The Power,0.000036
Waylon Jennings - Theme From The Dukes Of Hazzard,0.000035
Montgomery Gentry - Speed,0.000034
Jackson 5 - Dancing Machine,0.000034
Lowell Fulson - No More. Pt. 1,0.000034
Nitty Gritty Dirt Band - Wildwood Flower,0.000034
Marvin Gaye - Let's Get It On,0.000034
Montgomery Gentry - My Town,0.000033
Antonio Carlos Jobim - O Grande Amor,0.000033
Bonerama - Freddie,0.000033
Lazy Lester - Gonna Stick To You Baby,0.000033
Alison Krauss - Endless Highway,0.000033
Junior Brown - Gotta Get Up Everymorning,0.000033
Junior Brown - You Didn't Have To Go All The Way,0.000033
As One - In The Arms Of You,0.000033
Black Sheep - The Choice Is Yours (Album Version),0.000032
Carlton Pearson - We've Come This Far By Faith,0.000032
The Pharcyde - Ya Mama (Instrumental),0.000032
Aterciopelados - Bolero Falaz,0.000032
Nitty Gritty Dirt Band - You Are My Flower,0.000032
Jackson 5 - Oh How Happy,0.000031
George Michael - Father Figure,0.000031
Bonerama - Louie's Perch,0.000031
Alison Krauss - When You Say Nothing At All,0.000031
James Cotton - Take Me Back,0.000031
Nitty Gritty Dirt Band - Snowballs,0.000031
Earthless - Cherry Red,0.00003
Fred McDowell - Write Me A Few Of Your Lines,0.00003
Del Tha Funkee Homosapien - Burnt (feat. The Hyrogliphics),0.00003
Outkast - The Way You Move,0.000029
Richard Hell & The Voidoids - Love Comes In Spurts,0.000029
Leftover Salmon - Bend In The River (Live),0.000029
Johannes Linstead - Cielo Azul,0.000029
Spyro Gyra - Believe,0.000029
The Pharcyde - Passing Me By,0.000029
Hillsong & Delirious? - I Could Sing Of Your Love Forever,0.000029
Lutan Fyah - No More Suffering,0.000029
Tommy Flanagan Trio - Eclypso,0.000029
Herman's Hermits - I'm Henry The VIII I Am,0.000028
The Bird And The Bee - How Deep Is Your Love,0.000028
Chet Atkins & Les Paul - It Had To Be You,0.000028
J.B. Lenoir - Louise,0.000028
Guns N' Roses - Paradise City,0.000028
Ratt - Lay It Down,0.000028
Avril Lavigne - I'm With You,0.000028
The League - Hey Conductor,0.000027
Tricky - Aftermath,0.000027
Marcus Johnson - Just Doing What I Do,0.000027
Lowell Fulson - Guitar Shuffle,0.000027
The Mission UK - Love Me To Death,0.000027
Dan The Automator - Sleep,0.000027
Augustus Pablo - Black Gunn,0.000027
Justin Hinds & The Dominoes - Carry Go Bring Come (Ska Version),0.000026
Antonio Carlos Jobim - Agua De Beber,0.000026
Jesse Harris - Morning In A Strange City (Cafe),0.000026
Dire Straits - Once Upon A Time In The West,0.000026
Jackson 5 - I Want You Back,0.000025
Lucy Kaplansky - Written On The Back Of His Hand,0.000025
Skid Row - I Remember You,0.000025
Orchestral Manoeuvres In The Dark - Dreaming,0.000025
Junior Brown - Semi-Crazy,0.000025
Sam Bush - Same Ol' River (live),0.000025
Outkast - The Whole World,0.000024
Melvin Taylor - Texas Flood,0.000024
Black Sheep - The Choice Is Yours (Revisited),0.000024
Assemblage 23 - Opened,0.000024
Margot Meets The Melody Maker - Torch (Extrawelt Remix),0.000024
Brother Ali - Uncle Sam Goddamn,0.000024
Gaither Vocal Band - Swing Down Chariot,0.000024
Kidz In The Hall - The Pledge,0.000024
Digital Underground - Doowutchyalike,0.000024
The National - Green Gloves,0.000023
Bobo Thomas - Catfish Blues,0.000023
Kate Rusby - The Lark,0.000023
Houston Person - Two Rb's,0.000023
Donnie McClurkin - We Fall Down (Live),0.000023
No Age - My Life's Alright Without You,0.000023
Toots & The Maytals - Schooldays,0.000023
Willie Colon & Ruben Blades - Pedro Navaja,0.000022
Dan Deacon - Wooody Woodpecker,0.000022
Ella Fitzgerald & Louis Armstrong - Cheek To Cheek,0.000022
Gilberto Gil - Mancada,0.000022
Furry Lewis - Long Tall Gal Blues,0.000022
No Age - I Wanna Sleep,0.000022
Herman's Hermits - I'm Into Something Good,0.000021
Sonny Rollins - Like Someone In Love,0.000021
Moonspell - Sons Of Earth,0.000021
Reik - Me Duele Amarte,0.000021
Marvin Gaye - Sexual healing,0.000021
Sarah McLachlan - Hold On (Live),0.000021
Death Vessel - Dancers All,0.000021
Jarabe De Palo - Grita,0.000021
Whitney Houston (Holiday) - Do You Hear What I Hear?,0.00002
Benny Carter - Laura,0.00002
Lynyrd Skynyrd - Sweet Home Alabama,0.00002
Nick Drake - Here Come The Blues,0.00002
Sharon Jones & The Dap-Kings - Let Them Knock,0.000019
Waylon Jennings - T For Texas (Blue Yodel No. 1) (live),0.000019
The Bird And The Bee - The Races,0.000019
Turn Me On Dead Man - 67 Dreams,0.000019
Blackmore's Night (Holiday) - Ma-O-Tzur,0.000019
Tony Bennett - Steppin' Out With My Baby,0.000019
David Bowie - Rebel Rebel,0.000019
Twilight 22 - Electric Kingdom,0.000019
Lee Ann Womack - I Hope You Dance,0.000019
Wreckless Eric - Excuse Me,0.000019
RJD2 - Things Go Better,0.000018
Jars Of Clay (Holiday) - God Rest Ye Merry Gentlemen,0.000018
Bishop Allen - Things Are What You Make Of Them,0.000018
Band Of Horses - Our Swords,0.000018
Daddy Yankee - Gasolina,0.000018
The Monkees - Tomorrow's Gonna Be Another Day,0.000018
Digital Underground - The Humpty Dance,0.000018
The Beatles - I'll Follow The Sun,0.000018
Bing Crosby - When You Wore A Tulip (live),0.000017
Keith Sweat (Holiday) - It's Christmas Again,0.000017
The Animals - Don't Bring Me Down,0.000017
Albert King - Can't You See What You're Doing To Me,0.000017
The Whigs - Written Invitation,0.000017
At The Gates - Blinded By Fear,0.000017
Ratt - You Should Know By Now,0.000017
The Beatles - I Feel Fine,0.000017
Jr. Walker & The All Stars - What Does It Take,0.000017
Stephen Kellogg & The Sixers - Sweet Sophia,0.000017
War - Why Can't We Be Friends,0.000016
The Pharcyde - On The DL (Instrumental),0.000016
Trebol Clan. Hector & Joan - Gata Fiera,0.000016
The Troggs - Wild Thing,0.000016
Ambrosia - How Much I Feel,0.000016
Lee Ann Womack - I'll Think Of A Reason Later,0.000016
Robin Thicke - Lost Without U,0.000015
Korn - Blind,0.000015
Antonio Carlos Jobim - Insensatez (How Insensitive),0.000015
The Pharcyde - Runnin',0.000015
John Prine - It's A Cheating Situation,0.000015
Passion - You Never Let Go,0.000015
